sep=;
"Time";"Host atacante";"Host cliente";"Host servidor"
"2019-01-21T17:29:00-05:00";6,423;6,509;6,423
"2019-01-21T17:29:30-05:00";5,892;4,196;5,806
"2019-01-21T17:30:00-05:00";12,704;5,226;12,618
"2019-01-21T17:30:30-05:00";14,566;5,226;14,480
