sep=;
"Time";"sw1 port h1 (atacante) in";"sw1 port h2 (cliente) in";"sw1 port h3 (servidor) in";"sw1 port h1 (atacante) out";"sw1 port h2 (cliente) out";"sw1 port h3 (servidor) out"
"2019-01-21T17:29:00-05:00";0;12.444;0;-60.978;-36.089;-60.978
"2019-01-21T17:29:30-05:00";0;0;12.444;-24.889;-24.889;-12.444
"2019-01-21T17:30:00-05:00";935.822;116.622;923.378;-1,849.067;-868.089;-1,846.222
