sep=;
"Time";"Host atacante";"Host cliente";"Host servidor"
"2019-01-22T12:34:30-05:00";null;null;null
"2019-01-22T12:35:00-05:00";10,329,151;4,899;21,685,881,025
"2019-01-22T12:35:30-05:00";10,329,564;5,312;21,685,881,438
"2019-01-22T12:36:00-05:00";10,329,564;5,312;21,685,881,438
"2019-01-22T12:36:30-05:00";10,329,564;5,312;21,685,881,438
