sep=;
"Time";"Host atacante";"Host cliente";"Host servidor"
"2019-01-22T12:34:30-05:00";null;null;null
"2019-01-22T12:35:00-05:00";21,685,876,824;656;10,324,950
"2019-01-22T12:35:30-05:00";21,685,876,894;726;10,325,020
"2019-01-22T12:36:00-05:00";21,685,876,894;726;10,325,020
"2019-01-22T12:36:30-05:00";21,685,876,894;726;10,325,020
