sep=;
"Time";"10.1.93.187:9302";"10.1.93.187:9303"
"2019-01-22T12:33:30-05:00";148,021,248;150,122,496
"2019-01-22T12:34:00-05:00";148,062,208;150,122,496
"2019-01-22T12:34:30-05:00";148,062,208;150,122,496
"2019-01-22T12:35:00-05:00";148,148,224;150,122,496
"2019-01-22T12:35:30-05:00";148,172,800;150,122,496
"2019-01-22T12:36:00-05:00";148,172,800;150,122,496
"2019-01-22T12:36:30-05:00";148,172,800;150,122,496
