sep=;
"Time";"Eventos Packet In";"Eventos Packet In ignorados";"Mensajes FlowMod"
"2019-01-22T12:34:00-05:00";0;0;0
"2019-01-22T12:34:15-05:00";0;0;0
"2019-01-22T12:34:30-05:00";0;0;0
"2019-01-22T12:34:45-05:00";3;0;30
"2019-01-22T12:35:00-05:00";3;0;30
"2019-01-22T12:35:15-05:00";3;0;30
"2019-01-22T12:35:30-05:00";3;0;30
"2019-01-22T12:35:45-05:00";3;0;48
"2019-01-22T12:36:00-05:00";3;0;48
"2019-01-22T12:36:15-05:00";3;0;48
