sep=;
"Time";"10.1.93.187:9302";"10.1.93.187:9303"
"2019-01-22T12:33:30-05:00";56,320,000;60,297,216
"2019-01-22T12:34:00-05:00";56,561,664;60,297,216
"2019-01-22T12:34:30-05:00";56,561,664;60,297,216
"2019-01-22T12:35:00-05:00";56,832,000;60,538,880
"2019-01-22T12:35:30-05:00";56,832,000;60,661,760
"2019-01-22T12:36:00-05:00";56,832,000;60,661,760
"2019-01-22T12:36:30-05:00";56,832,000;60,661,760
