sep=;
"Time";"Host atacante";"Host cliente";"Host servidor"
"2019-01-23T01:44:30-05:00";null;null;null
"2019-01-23T01:45:00-05:00";null;null;null
"2019-01-23T01:45:30-05:00";157,283,181;4,899;157,283,451
"2019-01-23T01:46:00-05:00";429,244,622;5,312;429,244,946
"2019-01-23T01:46:30-05:00";429,244,622;5,312;429,244,946
